;from;to;weight;book
2513;Esterad;Zuleyka;1;7
2514;Esterad;Ciri;1;7
2515;Yennefer;Francesca;1;7
2516;Francesca;Ciri;2;7
2517;Yennefer;Margarita;1;7
2518;Geralt;Margarita;2;7
2519;Margarita;Geralt;2;7
2520;Ciri;Sabrina;2;7
2521;Sabrina;Keira;1;7
2522;Sabrina;Geralt;1;7
2523;Keira;Geralt;1;7
2524;Keira;Yennefer;1;7
2525;Geralt;Sabrina;2;7
2526;Sabrina;Yennefer;3;7
2527;Triss;Geralt;1;7
2528;Triss;Tissaia;1;7
2529;Geralt;Tissaia;1;7
2530;Margarita;Tissaia;1;7
2531;Tissaia;Francesca;1;7
2532;Ida;Ciri;1;7
2533;Assire;Ciri;1;7
2534;Yennefer;Sabrina;2;7
2535;Dandelion;Meve;1;7
2536;Two;Dandelion;2;7
2537;Two;Geralt;2;7
2538;Yarpen;Zoltan;8;7
2539;Zoltan;Yarpen;5;7
2540;Zoltan;King;1;7
2541;Yarpen;King;3;7
2542;King;Zoltan;1;7
2543;King;Yarpen;1;7
2544;Zoltan;Percival;1;7
2545;Percival;Field;1;7
2546;Field;Yarpen;1;7
2547;Zoltan;Regan;1;7
2548;Yarpen;Eudora;2;7
2549;Zoltan;Eudora;2;7
2550;Eudora;Zoltan;1;7
2551;Eudora;Dandelion;1;7
2552;Zoltan;Dandelion;2;7
2553;Yennefer;King;1;7
2554;Yarpen;Geralt;2;7
2555;Dandelion;Yarpen;3;7
2556;Yarpen;Dandelion;1;7
2557;King;Dandelion;1;7
2558;Dandelion;Zoltan;1;7
2559;Zoltan;Sword;1;7
2560;Eskel;Geralt;1;7
2561;Eskel;Vesemir;3;7
2562;Eskel;Lambert;1;7
2563;Geralt;Vesemir;1;7
2564;Geralt;Lambert;2;7
2565;Vesemir;Lambert;2;7
2566;Vesemir;Eskel;2;7
2567;Vesemir;Geralt;1;7
2568;Lambert;Eskel;1;7
2569;Lambert;Vesemir;1;7
2570;Geralt;Zoltan;1;7
2571;Kelpie;Yennefer;5;7
2572;Triss;Kelpie;2;7
2573;Tissaia;Yennefer;3;7
2574;Triss;Alzur;1;7
2575;Yennefer;Alzur;1;7
2576;Nimue;Triss;3;7
2577;Triss;Nimue;1;7
2578;Dandelion;Yennefer;2;7
2579;Yennefer;Dandelion;1;7
2580;Dandelion;Triss;1;7
2581;Kelpie;Triss;1;7
2582;Ciri;Milva;1;7
2583;Yennefer;Cahir;1;7
2584;Yennefer;Milva;1;7
2585;Yennefer;Zoltan;1;7
2586;Cahir;Zoltan;1;7
2587;Cahir;Triss;1;7
2588;Milva;Zoltan;1;7
2589;Milva;Triss;1;7
2590;Milva;Lytta;1;7
2591;Zoltan;Triss;1;7
2592;Zoltan;Lytta;1;7
2593;Zoltan;Ciri;1;7
2594;Triss;Lytta;1;7
2595;Lytta;Ciri;2;7
2596;Lytta;Triss;1;7
2597;Triss;Dandelion;1;7
2598;Triss;Yarpen;1;7
2599;Dandelion;Mistle;1;7
